"AgeAtScan","Performance.IQ","Verbal.IQ","FullScaleIQ","RGCCAPredAgeAtScan","RGCCAPredPerformance.IQ","RGCCAPredVerbal.IQ","RGCCAPredFullScaleIQ","SiMLRRegPredAgeAtScan","SiMLRRegPredPerformance.IQ","SiMLRRegPredVerbal.IQ","SiMLRRegPredFullScaleIQ","SiMLRCCAPredAgeAtScan","SiMLRCCAPredPerformance.IQ","SiMLRCCAPredVerbal.IQ","SiMLRCCAPredFullScaleIQ"
8.5,124,99,112,11.1264708591179,110.430525023508,117.239208212868,114.919640873951,12.4139786035229,107.20485787408,110.314682091669,110.26559928323,10.4779867807614,104.11780668315,113.195882502242,110.180222736331
13.75,93,87,88,11.9607807439291,107.643106998955,111.015475684524,109.707642790474,13.4716602434262,106.474652846679,111.942959407319,110.403183955916,12.4679500298721,100.216573777658,116.53589912606,109.13958798962
14.25,109,111,112,13.1532739943697,100.647596647727,109.873407051278,107.710095200145,12.006018166571,114.704269352431,103.000236510419,109.845667606686,13.2085690534828,108.738457735129,109.580458613423,110.713230012195
15.25,102,101,102,14.0869453258581,104.15985049449,117.432332797415,112.482011247355,11.6565289708439,104.392898479792,111.990354800565,109.455703371519,14.1232598452042,98.4675885580509,108.202353278194,104.029585080764
15.5,102,99,103,13.9399336387406,114.990733449816,114.336855236787,117.208578504966,14.3915552572902,108.258097602121,115.195267546967,113.723485385609,14.846074863827,109.490030946477,108.475936579665,110.664593798698
12,112,109,113,14.1808064172264,103.849938559027,104.501716199081,105.796516427628,14.908321324296,95.5219014865581,91.8217341233576,93.5298930999984,12.5251070557605,97.4259200117274,101.901435660202,99.333848983824
7.75,109,141,127,13.183790279636,112.961994442843,118.708364317851,117.777259359154,11.061936618288,107.674291296103,107.610392313058,109.607791810786,12.38402038821,115.204081791995,103.676288441351,110.765124229069
17.75,89,107,98,14.5585271404313,93.360286196097,104.596022134284,99.900832412891,15.3211150183189,92.5697036033741,111.433614617672,102.168636728284,14.4052908528721,92.8396402804359,114.640209319489,104.840863276435
9.75,93,108,100,12.7977053666749,97.3463523344247,109.92916326277,103.48922784613,13.174940840852,97.0688482449218,103.4385237086,100.420412076615,9.96635898876353,94.2111178672537,103.995155123608,98.7832500170566
16.5,121,108,116,13.5710789790958,105.554891941931,115.220081457884,112.264862372252,14.0524647758274,109.393425503596,115.639308939137,114.737466436235,12.7414159815895,108.629040206129,119.202628248648,116.450908282341
15.75,88,95,89,13.1710537259916,104.006059484182,95.0808219846824,98.8004100725426,15.7693628867223,97.3480740544306,97.9874023271908,96.9219280204217,14.8324301682113,100.353407464788,103.264390397121,102.390595932763
10.25,132,101,117,10.3265929675761,113.372297044572,116.638845660796,117.413294522278,11.6669511584884,111.663905705251,114.027881223104,114.706197283273,12.226807857101,109.348136581133,108.579461160478,110.565794325529
7.25,114,89,101,12.6071022499574,101.054669639336,93.8796396382501,96.9651721303875,10.3578581588269,109.836439818374,90.0484118623417,99.9351371061198,8.25179102482676,88.7671294619505,101.116072044075,94.5891121803797
15.5,117,110,115,13.85160295487,109.655048037005,119.057497846991,116.22202963653,13.9191542238469,98.2464595501697,103.525914263254,100.789496727544,13.0670476415768,124.502076247111,120.613959698731,125.528771332888
17,103,106,105,13.7238584530036,102.924566896447,107.264484700248,106.362456042899,14.4357730886046,107.75354808855,114.213557557462,112.671339123845,15.6141719251162,107.564506765506,112.451802704719,111.064278541177
13.5,103,106,105,14.4733302841136,102.426447166243,109.38236866818,108.79952095891,14.0465005493485,98.1025582314008,113.259238451009,106.091854488897,14.182667113904,106.060124968551,106.740315553799,108.551399056107
12.75,103,87,94,11.6251106937382,106.738897667751,109.456687875271,108.428638233375,13.4230819517966,112.976382987786,117.119613366706,115.877739828562,13.0227586534878,90.6654870911652,98.1065231705673,94.271222719387
15.5,94,105,100,15.2973663919346,89.7297825158196,93.9570781134073,91.4908306583933,12.8282615716258,91.5007274683693,104.078322310005,97.0267938966487,14.4917095311743,97.8235218342547,85.4300371030032,90.309614243485
18,119,112,118,14.330073894909,110.412864966715,116.260256121345,115.506485903134,15.2897053666812,102.544763340796,106.882559919279,105.319677032629,15.0194025943883,109.031267561994,113.550921730206,112.669418474644
17.75,88,107,98,13.5094426661693,95.0294908753013,97.1853377816674,95.8427609677832,14.0625432005728,103.821495083238,99.1725537640914,101.909384199361,15.1591881981396,111.335305936807,110.494707211041,112.601577906512
7.25,119,112,118,8.74496946208399,111.969202636563,114.687238198955,113.652565120013,7.8825314647352,109.401693265033,112.075048184992,111.552944468259,6.21462730432629,107.496038170094,114.713611423701,111.25368701393
17,108,108,109,12.9782117760547,111.019236447557,114.21970740033,113.911564075951,16.0997941700127,109.446525529753,119.300721606359,115.753772836672,16.6757133106349,113.622718715716,115.878469750621,115.542120273259
13,123,146,139,13.379837572892,108.583859856341,103.327921769512,106.494954051682,14.373516161176,102.790354335482,107.527670868481,105.190669609481,12.6113594573017,108.21363316156,111.44189096189,111.280143134985
14,104,119,113,15.5421137163845,104.358586584386,111.718768610143,109.373600403056,15.6077930745431,83.4769573869861,86.5929615397229,83.5078432072393,16.3538944300164,101.699461009412,110.132670111464,106.892600741122
17.75,123,106,115,15.3719413552203,110.473047413583,112.055150135464,112.987190841338,17.3359641704328,100.945834549839,108.563548573446,105.094146979709,15.3744205235108,102.832421179721,115.441456104465,109.997634444061
11.25,106,115,112,10.3620294317564,111.162289180034,118.242378219362,115.305469653067,11.6276724987477,105.279946732991,113.202448931007,111.142248887034,11.9103679348403,114.800715547451,114.520059101892,116.975302201625
7,109,109,111,8.49911645292835,110.80393242724,111.53045250997,111.834301177537,7.65581023841971,112.85024920204,117.220146360103,116.822031971901,8.21374877442313,107.978095528396,119.556278343434,115.149996751294
14,110,108,110,13.4990588675994,114.42153291969,109.925062025824,113.586507903306,14.9028843252959,108.604900920618,110.126170702522,110.52708555377,12.0583669243521,103.438010094172,116.274423524647,111.323118233459
8,107,96,102,13.2194149933516,109.742175462178,125.651100708319,119.721309601286,10.9579751306073,97.1391230102654,106.869952814439,101.354679488129,13.6049153968226,125.090045365312,128.082918243754,129.871789716759
13.75,107,116,113,12.9700604678361,113.001168590068,112.652950825284,114.298444427855,13.5892360012416,110.550549482557,113.337523072286,113.511996023308,14.4120914433801,108.295491076434,114.623444381618,112.709950155869
18,84,83,81,15.2443662745545,106.598176492134,106.236271784961,109.308956874982,16.3990595388007,113.874269325261,113.003788847891,115.85184552808,14.5808080131504,98.1744597440745,94.7090796376661,96.3807288306277
15,89,78,83,14.0378741057088,110.127548472984,116.477173815802,113.506704996093,16.1730548196922,110.405751759435,112.017142482074,111.978633286444,16.3489373906313,105.842001082629,114.527923043249,110.998397232459
16.25,98,113,107,14.505248282418,101.54678329439,110.695225615655,108.004487896361,14.8540631079555,110.62865018168,101.723186699837,107.267914732131,16.1073038250094,102.310271316787,107.635858437176,106.017126597351
18,119,130,128,15.8972105637396,104.250095984826,112.59687686304,109.630092779451,16.0710574190541,92.7104149679384,97.8795658663314,94.3460785681081,16.8453758293987,110.598026163338,115.702395905303,114.580219876044
16.75,92,104,98,15.0843965350828,108.829163356663,111.252572768454,111.958821511763,16.0516590293655,101.230766850771,108.40295929128,105.795720484098,17.4608252639975,109.45880664979,110.340259977042,111.560702451543
10.5,90,104,97,10.1843261917704,109.460650672758,113.539673226186,111.849657588786,10.0667603792514,103.599739570323,118.648009455627,112.472452145033,12.2957713524685,111.095921016902,117.149954288329,116.484820869222
12.75,126,119,125,10.2548497722846,110.199459708372,111.613731200556,111.92871342886,12.5107632803433,108.575506674013,113.104394861915,112.096955516776,13.5472610875479,106.92706883274,111.016859847978,110.029462774414
